,Index,imdbId,Uri,Title,IMDB_rating,Genre,Poster,Path,n_faces,dominant_color,median_lightness
185,16248,1252610,http://www.imdb.com/title/tt1252610,Nord (2009),6.7,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMTYzMTY0MF5BMl5BanBnXkFtZTgwMTc5NTAzMTE@._V1_UY268_CR4,0,182,268_AL_.jpg",1252610.jpg,1,white,212.0
186,32068,200930,http://www.imdb.com/title/tt200930,Operation Dalmatian: The Big Adventure (1997),6.2,Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzk1ODQ1MjIyN15BMl5BanBnXkFtZTcwNDk0MTUzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",200930.jpg,0,white,182.0
187,24509,2103281,http://www.imdb.com/title/tt2103281,Dawn of the Planet of the Apes (2014),7.6,Action|Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",2103281.jpg,0,black,145.0
188,26243,50688,http://www.imdb.com/title/tt50688,Un marido de ida y vuelta (1957),6.5,Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmYwZjRlZTQtNDBlZS00ZjlmLWI2YTItZjdlYzYzMjJlZGU2XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UY268_CR6,0,182,268_AL_.jpg",50688.jpg,0,silver,210.0
189,34641,4035268,http://www.imdb.com/title/tt4035268,Cosmos (2015),5.9,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5ODMwOTAyNV5BMl5BanBnXkFtZTgwNDcyMDk5ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",4035268.jpg,0,black,16.0
190,37861,495120,http://www.imdb.com/title/tt495120,The Holy Modal Rounders: Bound to Lose (2006),7.7,Documentary|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMzAwODQ3OV5BMl5BanBnXkFtZTcwNTc4OTI1Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",495120.jpg,0,olive,124.0
191,18643,433035,http://www.imdb.com/title/tt433035,Real Steel (2011),7.1,Action|Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMzEzNjg0N15BMl5BanBnXkFtZTcwMzg4NDk0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",433035.jpg,1,black,32.0
192,12653,866439,http://www.imdb.com/title/tt866439,Made of Honor (2008),5.8,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MzA5MjEzMF5BMl5BanBnXkFtZTcwNTk0MjU1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",866439.jpg,1,white,225.0
193,37511,58122,http://www.imdb.com/title/tt58122,Os Fuzis (1964),7.4,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2EzZDhhYTgtODRkNy00MzU2LTgzOTctZjcxYmQ2YmNmMzhkXkEyXkFqcGdeQXVyMzY2MDk0MTk@._V1_UX182_CR0,0,182,268_AL_.jpg",58122.jpg,0,black,27.0
194,23364,38780,http://www.imdb.com/title/tt38780,Nobody Lives Forever (1946),7.0,Crime|Drama|Film-Noir,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NDIzMjEwOV5BMl5BanBnXkFtZTgwMTA5NTM3MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",38780.jpg,2,white,250.0
195,7216,64793,http://www.imdb.com/title/tt64793,The Passion of Anna (1969),7.8,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMDg3NDA2OF5BMl5BanBnXkFtZTcwNjA5OTQ2NA@@._V1._CR10,5,313,484_UX182_CR0,0,182,268_AL_.jpg",64793.jpg,1,black,214.0
196,5779,303396,http://www.imdb.com/title/tt303396,Smokers Only (2001),5.4,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MzUwODUxNF5BMl5BanBnXkFtZTcwNjQ0NzYzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",303396.jpg,1,black,62.0
197,6024,84597,http://www.imdb.com/title/tt84597,Richard Pryor: Live on the Sunset Strip (1982),7.6,Documentary|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MDY3NzU5MV5BMl5BanBnXkFtZTcwMDU4MjYxMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",84597.jpg,0,gray,118.0
198,20151,1572154,http://www.imdb.com/title/tt1572154,Kinyarwanda (2011),6.7,Drama|History|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1MDQ5NzIyN15BMl5BanBnXkFtZTcwMTM5Njk5Ng@@._V1_UY268_CR9,0,182,268_AL_.jpg",1572154.jpg,1,black,115.0
199,23714,471588,http://www.imdb.com/title/tt471588,Bionicle 3: Web of Shadows (2005),6.0,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTAwMjI5MF5BMl5BanBnXkFtZTcwODMxNTAzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",471588.jpg,1,olive,120.0
200,7594,75784,http://www.imdb.com/title/tt75784,A Bridge Too Far (1977),7.4,Drama|History|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNjg0MzQyM15BMl5BanBnXkFtZTcwMjY0NjAzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",75784.jpg,9,white,255.0
201,33534,3582088,http://www.imdb.com/title/tt3582088,Tian mi sha ji (2014),6.2,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MTUzMzUxNV5BMl5BanBnXkFtZTgwNDkzMDUyNTE@._V1_UY268_CR9,0,182,268_AL_.jpg",3582088.jpg,1,white,252.0
202,24870,3889036,http://www.imdb.com/title/tt3889036,Nixon by Nixon: In His Own Words (2014),7.5,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NjI4ODgwMV5BMl5BanBnXkFtZTgwMzk0NjQ3NTE@._V1_UY268_CR9,0,182,268_AL_.jpg",3889036.jpg,0,black,0.0
203,17159,35157,http://www.imdb.com/title/tt35157,Orchestra Wives (1942),7.0,Drama|Musical|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNTY2ODk0N15BMl5BanBnXkFtZTcwNDU4OTAzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",35157.jpg,1,white,221.0
204,25226,49013,http://www.imdb.com/title/tt49013,The Black Sleep (1956),6.1,Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzZiZmRmNDYtZDNkYy00YzEwLWE4MzYtNDUyMjc2ZjgwZmUzXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_UX182_CR0,0,182,268_AL_.jpg",49013.jpg,2,yellow,204.0
205,9164,120131,http://www.imdb.com/title/tt120131,The Lion King 2: Simba's Pride (1998),6.5,Animation|Adventure|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5ODU4Mzc5OF5BMl5BanBnXkFtZTcwNzU3NTYyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",120131.jpg,0,silver,205.0
206,15005,455940,http://www.imdb.com/title/tt455940,EXPO: Magic of the White City (2005),7.3,Documentary|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NDgxMjM4M15BMl5BanBnXkFtZTcwMzU5MTkyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",455940.jpg,0,orange,217.0
207,6789,313670,http://www.imdb.com/title/tt313670,Sweet Sixteen (2002),7.5,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjg5MjQ3NjQ5OV5BMl5BanBnXkFtZTYwNDkxNjk5._V1_UX182_CR0,0,182,268_AL_.jpg",313670.jpg,0,white,223.0
208,37866,891326,http://www.imdb.com/title/tt891326,A Life Among Whales (2005),8.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5ODQwMTcwMjdeQTJeQWpwZ15BbWU4MDAxNTEwNjAx._V1_UX182_CR0,0,182,268_AL_.jpg",891326.jpg,0,black,82.0
209,741,113188,http://www.imdb.com/title/tt113188,Gold Diggers: The Secret of Bear Mountain (1995),6.0,Adventure|Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNjQ2ODcxM15BMl5BanBnXkFtZTcwMjAyNzAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",113188.jpg,1,black,164.0
210,9912,116163,http://www.imdb.com/title/tt116163,Yi boh lai beng duk (1996),6.5,Comedy|Crime|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3ODY4MzkwN15BMl5BanBnXkFtZTcwOTc1MjUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",116163.jpg,0,black,125.0
211,3958,56600,http://www.imdb.com/title/tt56600,Body in the Web (1960),2.4,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NjI4MTM0MV5BMl5BanBnXkFtZTcwMzM2NTQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",56600.jpg,2,black,117.0
212,29469,56918,http://www.imdb.com/title/tt56918,The Ceremony (1963),5.9,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDNjMzc4YjUtMDE1NS00MDIzLTkxYmQtZWRhMWU3MTQwYjI5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",56918.jpg,1,white,211.0
213,32122,1224369,http://www.imdb.com/title/tt1224369,Made in Hungaria (2009),6.9,Biography|Comedy|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjYzNjMwNzMtZjdkMC00ZTQzLWFjNzItMTc0MTRhMjFjM2I1XkEyXkFqcGdeQXVyNDYzOTU3NDM@._V1_UY268_CR9,0,182,268_AL_.jpg",1224369.jpg,1,gray,200.0
214,12624,815241,http://www.imdb.com/title/tt815241,Religulous (2008),7.7,Documentary|Comedy|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMDcxMTA3M15BMl5BanBnXkFtZTcwNzk5NzU2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",815241.jpg,1,silver,130.0
215,17402,1448762,http://www.imdb.com/title/tt1448762,Open House (2010),4.4,Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NjQ0ODYyMF5BMl5BanBnXkFtZTcwMzA0ODkwNQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",1448762.jpg,3,black,50.0
216,32050,78155,http://www.imdb.com/title/tt78155,Rescue from Gilligan's Island (1978),5.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwMTYzNjY2M15BMl5BanBnXkFtZTcwODQ0OTUyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",78155.jpg,1,gray,164.0
217,20263,1592873,http://www.imdb.com/title/tt1592873,LOL (2012),4.3,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0MjI5ODA3MjReQTJeQWpwZ15BbWU3MDI1NTE3Njc@._V1_UY268_CR1,0,182,268_AL_.jpg",1592873.jpg,0,gray,180.0
218,7152,234940,http://www.imdb.com/title/tt234940,Un couple í©patant (2002),6.5,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMzA0MTAyOV5BMl5BanBnXkFtZTcwODMxMjQzMQ@@._V1_UY268_CR10,0,182,268_AL_.jpg",234940.jpg,3,navy,111.0
219,15670,1288403,http://www.imdb.com/title/tt1288403,Universal Soldier: Regeneration (2009),5.2,Action|Adventure|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMDc3MjgyMV5BMl5BanBnXkFtZTcwODg0MjYxMw@@._V1_UY268_CR3,0,182,268_AL_.jpg",1288403.jpg,3,black,27.0
220,2018,111271,http://www.imdb.com/title/tt111271,Squanto: A Warrior's Tale (1994),6.1,Adventure|Biography|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MDkzNjgyOV5BMl5BanBnXkFtZTcwNDg2NTYyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",111271.jpg,1,black,87.0
221,21452,1419950,http://www.imdb.com/title/tt1419950,Riverworld (2010),5.0,Drama|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDI1MTg5MzQ2OV5BMl5BanBnXkFtZTcwMzU2NjcyNA@@._V1_UY268_CR13,0,182,268_AL_.jpg",1419950.jpg,0,black,53.0
222,37997,1513892,http://www.imdb.com/title/tt1513892,Scusa ma ti voglio sposare (2010),5.5,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjM2ZTFkZmEtOWVkNC00ZGM2LWIyNjUtMmQ3NDY3YzM1ZTQ3XkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_UY268_CR8,0,182,268_AL_.jpg",1513892.jpg,1,white,244.0
223,24174,28165,http://www.imdb.com/title/tt28165,Redes (1936),7.1,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmY3NjNlY2ItMTJiYy00NDE2LTgxZmEtM2E4ZmIyOWM2NjM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",28165.jpg,0,white,241.0
224,22839,2718492,http://www.imdb.com/title/tt2718492,Ida (2013),7.4,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjk3NDkzMzMtMGM3MS00YmJkLTkwNmMtZjU5ZWIyNTkzMjJkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",2718492.jpg,1,white,218.0
225,29555,84036,http://www.imdb.com/title/tt84036,La guerra del ferro: Ironmaster (1983),4.6,Action|Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MTg2MjgzOF5BMl5BanBnXkFtZTYwODAyNjg5._V1_UY268_CR6,0,182,268_AL_.jpg",84036.jpg,0,gray,138.0
226,27380,31536,http://www.imdb.com/title/tt31536,King of the Underworld (1939),6.5,Crime|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTFmMWNlOTYtNjljYS00NTFkLTg0NmUtNjZhNmVmNWQ3ZmUwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",31536.jpg,0,white,221.0
227,39301,5165344,http://www.imdb.com/title/tt5165344,Rustom (2016),7.1,Crime|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTZmNTUyMTUtOGJiMi00NDQ3LWFiMzctMjVkNzY1OTJiYjgyXkEyXkFqcGdeQXVyNjU2NjMwMjQ@._V1_UY268_CR2,0,182,268_AL_.jpg",5165344.jpg,0,navy,87.0
228,3891,66995,http://www.imdb.com/title/tt66995,Diamonds Are Forever (1971),6.7,Action|Adventure|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MDI2MzYzOF5BMl5BanBnXkFtZTcwNDY4NTMzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",66995.jpg,0,white,213.0
229,23102,86723,http://www.imdb.com/title/tt86723,Gostya iz budushchego,8.4,Adventure|Family|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTMzMDA0ZjQtNTNkYy00ODczLWEyNTktNGM0NjRmOWE2NTQyXkEyXkFqcGdeQXVyMjUyMTE3MTc@._V1_UY268_CR6,0,182,268_AL_.jpg",86723.jpg,2,black,135.0
230,13672,383028,http://www.imdb.com/title/tt383028,"Synecdoche, New York (2008)",7.5,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MjIyOTI3MF5BMl5BanBnXkFtZTcwODM5NTY5MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",383028.jpg,0,black,53.0
231,30399,92978,http://www.imdb.com/title/tt92978,Escape from Sobibor (1987),7.5,Drama|History|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDA5NTQ1M15BMl5BanBnXkFtZTcwNjIzMzU1MQ@@._V1_UY268_CR43,0,182,268_AL_.jpg",92978.jpg,1,white,168.0
232,18199,1646975,http://www.imdb.com/title/tt1646975,Le Quattro Volte (2010),7.2,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NjY2MDg0MF5BMl5BanBnXkFtZTcwMDIwMjg4NA@@._V1_UY268_CR3,0,182,268_AL_.jpg",1646975.jpg,0,black,131.0
233,27937,2474972,http://www.imdb.com/title/tt2474972,Alien Outpost (2014),4.8,Action|Sci-Fi|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4ODY2MzIzNl5BMl5BanBnXkFtZTgwNTg3ODY0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",2474972.jpg,0,black,90.0
234,13869,182766,http://www.imdb.com/title/tt182766,The Battle of Britain (1943),7.5,Documentary|History|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzMzQwMTYwOV5BMl5BanBnXkFtZTgwOTk2NDgwMzE@._V1._CR41,48,282,391_UY268_CR5,0,182,268_AL_.jpg",182766.jpg,0,gray,114.0
235,39369,5958174,http://www.imdb.com/title/tt5958174,The Last Gold (2016),7.5,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMDUxOTY0NV5BMl5BanBnXkFtZTgwMjk3NTU4OTE@._V1_UY268_CR9,0,182,268_AL_.jpg",5958174.jpg,2,black,30.0
236,30428,80827,http://www.imdb.com/title/tt80827,Spooky Encounters (1980),7.1,Action|Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODcxODc1OV5BMl5BanBnXkFtZTcwOTAwNTA0MQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",80827.jpg,0,black,107.0
237,12651,371746,http://www.imdb.com/title/tt371746,Iron Man (2008),7.9,Action|Adventure|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",371746.jpg,3,black,24.0
238,15068,1286130,http://www.imdb.com/title/tt1286130,Battlestar Galactica: The Plan (2009),7.0,Action|Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyODE2MjY2OF5BMl5BanBnXkFtZTcwMjQxMTI5Mg@@._V1_UY268_CR11,0,182,268_AL_.jpg",1286130.jpg,2,black,105.0
239,7133,54393,http://www.imdb.com/title/tt54393,Tormented (1960),4.1,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGRiMjFkZTgtNWRhMi00ZDRjLTlkNmUtZjlkNjg4MWQ2ZGQwL2ltYWdlXkEyXkFqcGdeQXVyMDM0NzcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",54393.jpg,0,white,249.0
240,30303,3483612,http://www.imdb.com/title/tt3483612,Hamari Adhuri Kahaani (2015),6.6,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTBmZWFhMDAtNzk2NC00MjM2LTk2ZTMtYzA3YzNiNjE2OWJmXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY268_CR2,0,182,268_AL_.jpg",3483612.jpg,1,olive,129.0
241,16106,45706,http://www.imdb.com/title/tt45706,Dream Wife (1953),6.0,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDllMTMwZTctNDJkYS00ZTI5LWE0YzItZGE5MThjOGE3NmJkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",45706.jpg,1,gray,185.0
242,20220,1876451,http://www.imdb.com/title/tt1876451,Sparkle (2012),5.7,Drama|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MTAzOTU2OF5BMl5BanBnXkFtZTcwOTA1NTI3Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",1876451.jpg,2,black,2.0
243,21511,1185370,http://www.imdb.com/title/tt1185370,The King of Texas (2008),7.9,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NzY5Nzc0Nl5BMl5BanBnXkFtZTcwOTAzMzY3MQ@@._V1_UY268_CR100,0,182,268_AL_.jpg",1185370.jpg,0,gray,89.0
244,31554,88344,http://www.imdb.com/title/tt88344,La vengeance du serpent ÌÊ plumes (1984),4.6,Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MjY0NDg1MV5BMl5BanBnXkFtZTcwMTg4ODE3MQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",88344.jpg,0,white,200.0
245,35254,2415372,http://www.imdb.com/title/tt2415372,"Inner Worlds, Outer Worlds (2012)",8.7,Documentary|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4ODQ4NjY3N15BMl5BanBnXkFtZTgwNTAxODc3MDE@._V1_UY268_CR1,0,182,268_AL_.jpg",2415372.jpg,0,silver,204.0
246,8723,67483,http://www.imdb.com/title/tt67483,Nicholas and Alexandra (1971),7.3,Biography|Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxODAxOTI3OV5BMl5BanBnXkFtZTcwOTI3OTgyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",67483.jpg,0,maroon,172.0
247,325,111280,http://www.imdb.com/title/tt111280,Star Trek: Generations (1994),6.6,Action|Adventure|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjFiMzc4YzAtNGMzYS00NjI0LWJhYTYtN2JiOTI2ODczYzE3XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",111280.jpg,0,black,65.0
248,21331,1975269,http://www.imdb.com/title/tt1975269,The Borrowers (2011),6.4,Comedy|Family|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzc5NjkyMDI0Nl5BMl5BanBnXkFtZTgwNjA0NzAxMzE@._V1_UY268_CR9,0,182,268_AL_.jpg",1975269.jpg,5,olive,117.0
249,3299,102138,http://www.imdb.com/title/tt102138,JFK (1991),8.0,Drama|History|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjYyODExMDctZjgwYy00ZjQwLWI4OWYtOGFlYjA4ZjEzNmY1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",102138.jpg,2,white,215.0
250,16580,76845,http://www.imdb.com/title/tt76845,Twilight's Last Gleaming (1977),6.8,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGE1ODg5NmUtOTNjZS00ODdjLWI2M2MtODlkNDY4MDk0OTk1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UY268_CR2,0,182,268_AL_.jpg",76845.jpg,1,silver,122.0
251,12012,26643,http://www.imdb.com/title/tt26643,The Lives of a Bengal Lancer (1935),7.3,Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNDE5MTUxN15BMl5BanBnXkFtZTcwMjM2NzcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",26643.jpg,0,gray,174.0
252,472,110137,http://www.imdb.com/title/tt110137,The Inkwell (1994),6.5,Romance|Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNjkyMzYwNV5BMl5BanBnXkFtZTcwMzEwNTYxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",110137.jpg,0,yellow,245.0
253,22167,2557848,http://www.imdb.com/title/tt2557848,Jay and Silent Bob Go Down Under (2012),6.1,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjY5MTE1ODk2NV5BMl5BanBnXkFtZTcwMDkxNDg4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2557848.jpg,1,black,180.0
254,26872,240944,http://www.imdb.com/title/tt240944,The Substitute: Failure Is Not an Option (2001),4.6,Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MjE2MzEwN15BMl5BanBnXkFtZTcwNDY2MzIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",240944.jpg,1,black,27.0
255,38475,2025511,http://www.imdb.com/title/tt2025511,"Bumblefuck, USA (2011)",4.7,Documentary|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MTU5MjcwOV5BMl5BanBnXkFtZTgwNzY3Mjk0NzE@._V1_UY268_CR3,0,182,268_AL_.jpg",2025511.jpg,0,gray,185.0
256,3665,177971,http://www.imdb.com/title/tt177971,The Perfect Storm (2000),6.4,Action|Adventure|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGU2MWRiYmQtMDY1MS00OTUzLTkzYTktYjE5YTE4MTI0NzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",177971.jpg,0,black,25.0
257,8876,86355,http://www.imdb.com/title/tt86355,Star 80 (1983),6.7,Biography|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDk0ZTQ1MmMtMjkwNC00MjJjLWEwODQtZWE4NTM5Zjc0MmQ0XkEyXkFqcGdeQXVyMDAyMTY3Nw@@._V1_UY268_CR4,0,182,268_AL_.jpg",86355.jpg,0,white,211.0
258,29424,2006869,http://www.imdb.com/title/tt2006869,The Four Year Plan (2011),7.4,Documentary|Sport,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTg1OTI0N15BMl5BanBnXkFtZTcwOTAxNTcyNw@@._V1_UY268_CR0,0,182,268_AL_.jpg",2006869.jpg,0,black,61.0
259,24336,61784,http://www.imdb.com/title/tt61784,Hot Rods to Hell (1967),5.3,Action|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTAyM2JiZjQtYTEzMy00ZjI1LWIzZWUtODU4YzhiNjM1YzEyL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",61784.jpg,1,white,217.0
260,13781,1068646,http://www.imdb.com/title/tt1068646,The Class (2008),7.5,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NjUzNDYxM15BMl5BanBnXkFtZTcwNjExNzMwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg",1068646.jpg,2,white,116.0
261,22974,2752200,http://www.imdb.com/title/tt2752200,Young & Beautiful (2013),6.8,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzE5MzA4ODY1OV5BMl5BanBnXkFtZTgwOTMzMTczMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",2752200.jpg,1,white,200.0
262,34138,3733622,http://www.imdb.com/title/tt3733622,Tarja Branca (2014),8.1,Documentary|Family|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTg5OTEyMzg0N15BMl5BanBnXkFtZTgwMTU5NzQzMjE@._V1_UY268_CR0,0,182,268_AL_.jpg",3733622.jpg,0,orange,255.0
263,25432,65494,http://www.imdb.com/title/tt65494,See You at Mao (1970),6.5,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk1OGNjYjUtNjNhMi00OWZkLWEyNjQtY2ZkNDUyYzc0MGYwXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_UY268_CR9,0,182,268_AL_.jpg",65494.jpg,0,black,108.0
264,9934,86308,http://www.imdb.com/title/tt86308,Zu: Warriors from the Magic Mountain (1983),6.7,Action|Adventure|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNzU5MTk2Nl5BMl5BanBnXkFtZTgwNDk1MzY3MjE@._V1_UY268_CR32,0,182,268_AL_.jpg",86308.jpg,0,white,206.0
