,Index,imdbId,Uri,Title,IMDB_rating,Genre,Poster,Path,n_faces,dominant_color,median_lightness
265,24276,55819,http://www.imdb.com/title/tt55819,The Cabinet of Caligari (1962),5.8,Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5ODI0NzcyOTNeQTJeQWpwZ15BbWU3MDI0NTYwMzE@._V1_UY268_CR5,0,182,268_AL_.jpg",55819.jpg,0,silver,143.0
266,24807,27131,http://www.imdb.com/title/tt27131,Transatlantic Tunnel (1935),6.3,Drama|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNDg5Njg0ODNeQTJeQWpwZ15BbWU4MDY3ODU3MDIx._V1_UX182_CR0,0,182,268_AL_.jpg",27131.jpg,0,black,120.0
267,34016,119239,http://www.imdb.com/title/tt119239,Gupt: The Hidden Truth (1997),7.4,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTY4NjQ5MzY2OF5BMl5BanBnXkFtZTcwMDYwMDE0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",119239.jpg,0,white,186.0
268,6257,50631,http://www.imdb.com/title/tt50631,Les Girls (1957),6.7,Comedy|Musical,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNDk3MjY1N15BMl5BanBnXkFtZTYwNzEwNzk5._V1_UY268_CR5,0,182,268_AL_.jpg",50631.jpg,2,white,226.0
269,2106,119346,http://www.imdb.com/title/tt119346,I Married a Strange Person! (1997),7.0,Animation|Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NDIyODgxNF5BMl5BanBnXkFtZTcwMjU3NTc0MQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",119346.jpg,0,teal,214.0
270,16347,17750,http://www.imdb.com/title/tt17750,Chicago (1927),7.4,Comedy|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzE4MzUzOF5BMl5BanBnXkFtZTcwNDAwMDk2Mw@@._V1_UY268_CR5,0,182,268_AL_.jpg",17750.jpg,1,black,124.0
271,25105,74701,http://www.imdb.com/title/tt74701,Izbavitelj (1976),7.1,Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzM3OGVhMjAtMjUyZi00NGE1LTgzOTMtMjg1MjFjZTZkYmVmXkEyXkFqcGdeQXVyMjQ1MzcwMDM@._V1_UY268_CR2,0,182,268_AL_.jpg",74701.jpg,0,black,84.0
272,35857,2401099,http://www.imdb.com/title/tt2401099,Trashed (2012),7.6,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NTgzNzMzM15BMl5BanBnXkFtZTcwMTEyMDc4Nw@@._V1_UY268_CR4,0,182,268_AL_.jpg",2401099.jpg,0,silver,195.0
273,16760,75433,http://www.imdb.com/title/tt75433,The Witch Who Came from the Sea (1976),5.6,Drama|Horror|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjJhYWIzMjEtYzM0Mi00MmRmLThhNmYtMmE2YTY3ZjhmM2RlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",75433.jpg,2,black,75.0
274,26043,1567437,http://www.imdb.com/title/tt1567437,The Voices (2014),6.4,Comedy|Crime|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NTkzOTAzMV5BMl5BanBnXkFtZTgwMzc2NTAwNDE@._V1_UX182_CR0,0,182,268_AL_.jpg",1567437.jpg,1,white,245.0
275,35231,1825974,http://www.imdb.com/title/tt1825974,Swooni (2011),5.9,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MjI4MTkwNl5BMl5BanBnXkFtZTcwNzU1Mzg1Ng@@._V1_UY268_CR110,0,182,268_AL_.jpg",1825974.jpg,1,white,129.0
276,10429,103239,http://www.imdb.com/title/tt103239,Wedlock (1991),5.9,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MzMyMzg0OV5BMl5BanBnXkFtZTcwMDYzNDMzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",103239.jpg,1,gray,112.0
277,20969,1381404,http://www.imdb.com/title/tt1381404,The Company You Keep (2012),6.4,Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NDQxOTY3M15BMl5BanBnXkFtZTcwNTE0MTExOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1381404.jpg,1,black,133.0
278,33389,473490,http://www.imdb.com/title/tt473490,Hanbando (2006),5.1,Drama|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjcwNTI0MzA1M15BMl5BanBnXkFtZTgwMjExOTc1MjE@._V1_UY268_CR3,0,182,268_AL_.jpg",473490.jpg,1,black,53.0
279,18851,35665,http://www.imdb.com/title/tt35665,Batman (1943),6.5,Action|Adventure|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTIzMDI1MTk3Nl5BMl5BanBnXkFtZTgwODE4NzM1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",35665.jpg,3,white,172.0
280,39857,808392,http://www.imdb.com/title/tt808392,Neal Cassady (2007),6.6,Biography|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3MTY4MDc2NV5BMl5BanBnXkFtZTcwNjY4NjE1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",808392.jpg,0,black,58.0
281,14539,25440,http://www.imdb.com/title/tt25440,The Lucky Texan (1934),5.6,Romance|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGM5NDY0YWEtNTQ1Mi00YTRhLWJjY2MtNzdmNmZkMDdmMDExL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",25440.jpg,0,silver,208.0
282,31665,4262142,http://www.imdb.com/title/tt4262142,Cleveland Abduction (2015),6.7,Biography|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NTEzMjMyN15BMl5BanBnXkFtZTgwODE3NTUxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg",4262142.jpg,1,white,163.0
283,909,42192,http://www.imdb.com/title/tt42192,All About Eve (1950),8.3,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",42192.jpg,0,white,255.0
284,8192,44509,http://www.imdb.com/title/tt44509,"Come Back, Little Sheba (1952)",7.8,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMTA4Njk4MV5BMl5BanBnXkFtZTcwNTY0MjYwOA@@._V1_UY268_CR83,0,182,268_AL_.jpg",44509.jpg,1,black,53.0
285,5426,73631,http://www.imdb.com/title/tt73631,Rollerball (1975),6.6,Action|Sci-Fi|Sport,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjY4MDg1NTA5OF5BMl5BanBnXkFtZTcwMzE0NzI5NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",73631.jpg,1,black,71.0
286,28766,78035,http://www.imdb.com/title/tt78035,One in a Million: The Ron LeFlore Story (1977),6.7,Biography|Drama|Sport,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ5NGI4NTctNmM2Mi00Zjc3LTkwNzgtNGM5YjBiYmIzOTFlXkEyXkFqcGdeQXVyMzYwNTYyNzU@._V1_UY268_CR72,0,182,268_AL_.jpg",78035.jpg,0,white,157.0
287,11279,29747,http://www.imdb.com/title/tt29747,Way Out West (1937),7.7,Comedy|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExODAzMDE0N15BMl5BanBnXkFtZTgwMzg0NDIwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",29747.jpg,4,black,134.0
288,27763,219671,http://www.imdb.com/title/tt219671,The Epic of Everest (1924),7.8,Documentary|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDkxNjY1MTQyMF5BMl5BanBnXkFtZTgwMTE5NTY0NjE@._V1_UY268_CR9,0,182,268_AL_.jpg",219671.jpg,0,teal,154.0
289,34495,101697,http://www.imdb.com/title/tt101697,Deep Blues (1992),7.3,Documentary|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5ODY4MTQxM15BMl5BanBnXkFtZTcwMTkwNjAzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",101697.jpg,0,white,152.0
290,11084,70359,http://www.imdb.com/title/tt70359,The Mother and the Whore (1973),8.2,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzAxNjIyMV5BMl5BanBnXkFtZTcwNzM3NzYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",70359.jpg,1,white,223.0
291,14100,439884,http://www.imdb.com/title/tt439884,Tian xia wu zei (2004),7.3,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTZlNzM4MGEtZmM2Ni00OTNjLTg5NWQtNTgyNzYxNzA4NDAwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg",439884.jpg,0,black,87.0
292,7002,101529,http://www.imdb.com/title/tt101529,Cabeza de Vaca (1991),7.0,Adventure|Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MzQ5MDkwM15BMl5BanBnXkFtZTcwMjc1NTIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",101529.jpg,0,silver,203.0
293,5133,125209,http://www.imdb.com/title/tt125209,I Think I Do (1997),6.8,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BODQyMjcwODIyOV5BMl5BanBnXkFtZTcwMjY0NDcxMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",125209.jpg,3,white,210.0
294,11748,376650,http://www.imdb.com/title/tt376650,Hipnos (2004),5.4,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNTgzNDM1N15BMl5BanBnXkFtZTcwMjE1MzMzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",376650.jpg,0,black,42.0
295,8393,24844,http://www.imdb.com/title/tt24844,L'Atalante (1934),7.9,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjhmNWJlZjMtYTk2Ny00Yjg5LTkwZGYtMjUyMjVlMTJmMzE5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",24844.jpg,0,black,70.0
296,24891,1726592,http://www.imdb.com/title/tt1726592,Before I Go to Sleep (2014),6.3,Drama|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjI0NTAwMTU1NV5BMl5BanBnXkFtZTgwNzkwNjQ0MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",1726592.jpg,0,black,94.0
297,26777,93489,http://www.imdb.com/title/tt93489,Man on Fire (1987),5.9,Action|Drama|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NzkzMDUwMl5BMl5BanBnXkFtZTYwNTcxNTA5._V1_UX182_CR0,0,182,268_AL_.jpg",93489.jpg,0,gray,144.0
298,25854,81677,http://www.imdb.com/title/tt81677,The Last Shark (1981),4.5,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGFjZmU5YzgtMDVhZC00MTJjLWE5NjktYWIwYzU4MGNmNjcyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",81677.jpg,0,black,163.0
299,1046,29546,http://www.imdb.com/title/tt29546,Shall We Dance (1937),7.6,Comedy|Musical|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTdhZDE3N2ItZjY3Mi00Y2RkLWE5MGUtNDdmMWQ4OGFhZGUyXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_UX182_CR0,0,182,268_AL_.jpg",29546.jpg,0,white,226.0
300,26371,3019796,http://www.imdb.com/title/tt3019796,Les vacances du petit Nicolas (2014),6.1,Comedy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNjIxMTA5OF5BMl5BanBnXkFtZTgwMDc3NjM5NDE@._V1_UY268_CR9,0,182,268_AL_.jpg",3019796.jpg,1,white,239.0
301,22274,100534,http://www.imdb.com/title/tt100534,RÌ_psy & Dolly eli Pariisi odottaa (1990),6.3,Comedy|Crime|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTZlM2M0ZTktODNmNi00MmVlLTg3NWMtMDZiZDA0OTYzYmRmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX182_CR0,0,182,268_AL_.jpg",100534.jpg,2,white,119.0
302,14136,493424,http://www.imdb.com/title/tt493424,Attack Force (2006),2.7,Action|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NTYxMjgzMF5BMl5BanBnXkFtZTcwNDMwODgzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",493424.jpg,1,black,139.0
303,8329,45109,http://www.imdb.com/title/tt45109,Ruby Gentry (1952),6.8,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNjg0OTE3NF5BMl5BanBnXkFtZTcwMzQ3NDYyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",45109.jpg,2,silver,206.0
304,2559,94074,http://www.imdb.com/title/tt94074,Superman IV: The Quest for Peace (1987),3.6,Action|Adventure|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmIwZWY1YTYtNDlhOS00NDRmLWI4MzItNjk2NDc1N2NhYzNlXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",94074.jpg,2,teal,156.0
305,19791,46728,http://www.imdb.com/title/tt46728,Athena (1954),5.9,Musical|Romance|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMDc4MTQ1M15BMl5BanBnXkFtZTgwMjMyNTg4MzE@._V1_UY268_CR3,0,182,268_AL_.jpg",46728.jpg,1,white,255.0
306,28204,119539,http://www.imdb.com/title/tt119539,Lilla JÌ¦nssonligan pÌ´ styva linan (1997),3.9,Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjkxNTVmMWItYmJlOC00ZDQwLWJkZDQtZjg3Njg1NzY0MmZiXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY268_CR2,0,182,268_AL_.jpg",119539.jpg,1,olive,139.0
307,16567,902967,http://www.imdb.com/title/tt902967,The Crimson Wing: Mystery of the Flamingos (2008),7.3,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTYwMWRlNWItMTBiZi00YmZjLTg4YzItYTIzNDlkOGQ4Y2ZlXkEyXkFqcGdeQXVyMjc1NTg2NTI@._V1_UY268_CR1,0,182,268_AL_.jpg",902967.jpg,0,teal,203.0
308,22926,2042568,http://www.imdb.com/title/tt2042568,Inside Llewyn Davis (2013),7.4,Drama|Music,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",2042568.jpg,0,silver,200.0
309,33438,2024506,http://www.imdb.com/title/tt2024506,Straight A's (2013),5.7,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MjIxNTUzNl5BMl5BanBnXkFtZTcwMzk1NzA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2024506.jpg,2,white,254.0
310,12055,432325,http://www.imdb.com/title/tt432325,Die Hí_hle des gelben Hundes (2005),7.7,Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NTkwMzAxNl5BMl5BanBnXkFtZTgwNTc3ODkwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg",432325.jpg,0,white,129.0
311,14907,1331025,http://www.imdb.com/title/tt1331025,The September Issue (2009),7.0,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NzI0MjU5OV5BMl5BanBnXkFtZTcwNTM0NjU1Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",1331025.jpg,0,white,255.0
312,6047,84854,http://www.imdb.com/title/tt84854,Venom (1981),5.9,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTU2YWI5M2QtZTU4Ny00NTYwLTg3MGQtODVlYWViMjNkMjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",84854.jpg,0,black,1.0
313,22097,1047517,http://www.imdb.com/title/tt1047517,RFK Must Die: The Assassination of Bobby Kennedy (2007),7.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzU1ODE0MzY3Ml5BMl5BanBnXkFtZTcwOTY1MzU1MQ@@._V1_UY268_CR8,0,182,268_AL_.jpg",1047517.jpg,1,white,214.0
314,24032,2316801,http://www.imdb.com/title/tt2316801,La belle et la bÌ»te (2014),6.4,Fantasy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3NjM2NTkwM15BMl5BanBnXkFtZTgwMjk5OTA0MzE@._V1_UY268_CR0,0,182,268_AL_.jpg",2316801.jpg,1,black,63.0
315,7155,108560,http://www.imdb.com/title/tt108560,Who's the Man? (1993),5.5,Comedy|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzkyMTk2Nzg4MV5BMl5BanBnXkFtZTcwNzQxMzQyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg",108560.jpg,0,black,121.0
316,14861,1179904,http://www.imdb.com/title/tt1179904,Paranormal Activity (2007),6.3,Horror|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjY1NjcxODQ4MV5BMl5BanBnXkFtZTcwMzUxNjM4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",1179904.jpg,0,black,25.0
317,19716,1268809,http://www.imdb.com/title/tt1268809,Night of the Demons (2009),4.7,Action|Comedy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2NDMxMzU2OF5BMl5BanBnXkFtZTcwNzcwODM3Mw@@._V1_UY268_CR3,0,182,268_AL_.jpg",1268809.jpg,0,black,72.0
318,30078,3237406,http://www.imdb.com/title/tt3237406,Tutta colpa di Freud (2014),6.4,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmE1ZDY3ZGQtYWZmMC00YjBmLWJlZDItMTE3ODg3Y2NhNTgxXkEyXkFqcGdeQXVyNTA0OTU0OTQ@._V1_UY268_CR3,0,182,268_AL_.jpg",3237406.jpg,7,white,230.0
319,254,113501,http://www.imdb.com/title/tt113501,Just Cause (1995),6.4,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzNlNzEyMDEtMjM0Yi00YjNiLWI4YmItNjFjZWQ2MWUxMTZiXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",113501.jpg,0,black,39.0
320,2920,145681,http://www.imdb.com/title/tt145681,The Bone Collector (1999),6.7,Crime|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWQxN2ZmNDMtMzA2Ny00ZDJhLTlkNTgtMWMyZjljY2QzMzNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",145681.jpg,1,black,48.0
321,19802,1711366,http://www.imdb.com/title/tt1711366,Dead Space: Aftermath (2011),5.5,Animation|Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTU4MTQxOTQzNF5BMl5BanBnXkFtZTcwMDY4NTQyNA@@._V1_UY268_CR3,0,182,268_AL_.jpg",1711366.jpg,0,black,37.0
322,26741,129119,http://www.imdb.com/title/tt129119,The Golden Age of Comedy (1957),7.3,Comedy|Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzkxMGI5MDAtYmM1My00ZTk3LWIwMzEtYjgyMWZjYWU4NjFmXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_UY268_CR0,0,182,268_AL_.jpg",129119.jpg,0,silver,213.0
323,3965,212423,http://www.imdb.com/title/tt212423,Zheng hun qi shi (1998),7.2,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDA0NDkxMDE4NV5BMl5BanBnXkFtZTcwMjYzOTkxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",212423.jpg,3,silver,152.0
324,32503,3400980,http://www.imdb.com/title/tt3400980,Der Vampir auf der Couch (2014),6.4,Comedy|Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNjQ2NDY1Nl5BMl5BanBnXkFtZTgwNDI3Mjg5ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3400980.jpg,1,white,192.0
325,15669,153997,http://www.imdb.com/title/tt153997,"You're a Good Man, Charlie Brown (1985)",7.6,Animation|Comedy|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMjExNDA4NF5BMl5BanBnXkFtZTcwNzE2MzA5Mg@@._V1_UY268_CR18,0,182,268_AL_.jpg",153997.jpg,0,white,206.0
326,21756,81152,http://www.imdb.com/title/tt81152,The Merchant of Venice (1980),7.2,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NTU5ODExMl5BMl5BanBnXkFtZTgwMDkzODk1MDE@._V1_UY268_CR9,0,182,268_AL_.jpg",81152.jpg,2,black,76.0
327,27685,2960270,http://www.imdb.com/title/tt2960270,Love Steaks (2013),6.5,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyNjQxNzkzOV5BMl5BanBnXkFtZTgwMzA5MTUzMTE@._V1_UY268_CR4,0,182,268_AL_.jpg",2960270.jpg,0,black,27.0
328,2299,98105,http://www.imdb.com/title/tt98105,Police Academy 6: City Under Siege (1989),4.1,Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDg4YWQ2MTQtYTlhNC00NDA3LTg2NWMtZTNjODY1Yzc2NmRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",98105.jpg,2,white,227.0
329,1473,115760,http://www.imdb.com/title/tt115760,Broken English (1996),6.5,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NTgwNTE4MV5BMl5BanBnXkFtZTcwMDgwMDIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",115760.jpg,1,maroon,186.5
330,38571,2249542,http://www.imdb.com/title/tt2249542,Sonja i bik (2012),7.1,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWRiZjdhNjAtZjg2ZS00ZDBkLWJhYzAtM2I1OGI3YWMyZmE2XkEyXkFqcGdeQXVyMjM3NTA4NDk@._V1_UY268_CR2,0,182,268_AL_.jpg",2249542.jpg,2,maroon,186.0
331,11117,477877,http://www.imdb.com/title/tt477877,Sommer vorm Balkon (2005),7.0,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDMxYjhkOGUtYmNhMy00NTQ4LWFiZGYtNTkzMGQxMTU4NTRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_UY268_CR4,0,182,268_AL_.jpg",477877.jpg,1,yellow,218.0
332,16016,36962,http://www.imdb.com/title/tt36962,It Happened Tomorrow (1944),7.2,Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzFiZTIyZTYtMGY1NC00YThjLWEyYjEtOWRiOTM0ZTQwOWM1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg",36962.jpg,0,white,245.0
333,20117,986230,http://www.imdb.com/title/tt986230,French Film (2008),6.5,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwODY4MTcxN15BMl5BanBnXkFtZTcwNzUyNTA2Mw@@._V1_UY268_CR4,0,182,268_AL_.jpg",986230.jpg,1,white,205.0
334,5670,82763,http://www.imdb.com/title/tt82763,Modern Problems (1981),5.0,Comedy|Fantasy|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NzA5Njc1M15BMl5BanBnXkFtZTcwNjcwMjgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",82763.jpg,1,teal,137.0
335,24941,21140,http://www.imdb.com/title/tt21140,Men Without Women (1930),5.8,Action|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmNkMzZkMjEtMzZlZS00OTUxLTk3ZGMtY2Q4NDJmNjAwODlkXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_UX182_CR0,0,182,268_AL_.jpg",21140.jpg,0,black,52.0
336,23952,1815852,http://www.imdb.com/title/tt1815852,Nitro Circus: The Movie (2012),6.7,Documentary|Action|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NDM5ODEyN15BMl5BanBnXkFtZTcwOTk2NzcwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1815852.jpg,0,gray,162.0
337,26430,2403961,http://www.imdb.com/title/tt2403961,SÌ©ptimo (2013),5.8,Crime|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2OTE0MzEzNV5BMl5BanBnXkFtZTgwNzQyMTc2OTE@._V1_UY268_CR2,0,182,268_AL_.jpg",2403961.jpg,0,black,59.0
338,32110,3271220,http://www.imdb.com/title/tt3271220,"Chronic-Con, Episode 420: A New Dope (2015)",5.8,Documentary|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjQyNjE3MjE1M15BMl5BanBnXkFtZTgwNjcyMjcxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg",3271220.jpg,0,black,94.0
339,1503,116834,http://www.imdb.com/title/tt116834,Late Bloomers (1996),6.1,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NjI1NzY3NV5BMl5BanBnXkFtZTgwOTQ5MjgwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg",116834.jpg,0,olive,155.0
340,4187,62776,http://www.imdb.com/title/tt62776,Candy (1968),5.4,Adventure|Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDUzYzYyNDYtNWQ3YS00YTAwLTliZGQtOGIxOWQ4MjA5ZDk3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",62776.jpg,3,white,255.0
341,18845,48806,http://www.imdb.com/title/tt48806,Wichita (1955),6.9,Romance|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzIxMDkwNjY5Nl5BMl5BanBnXkFtZTcwNTMxOTIxMw@@._V1_UY268_CR3,0,182,268_AL_.jpg",48806.jpg,0,black,65.0
342,35694,3526286,http://www.imdb.com/title/tt3526286,#Horror (2015),3.2,Drama|Horror|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5ODg2NjU2Nl5BMl5BanBnXkFtZTgwMTY0NTIwMDI@._V1_UY268_CR2,0,182,268_AL_.jpg",3526286.jpg,0,white,215.0
343,39894,4671274,http://www.imdb.com/title/tt4671274,Rippu Van Winkuru no hanayome (2016),7.3,Drama|Mystery|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MDk0YjYtZTZlMy00YWEwLThmNTItMWY5MmJmOTQyNGZmXkEyXkFqcGdeQXVyNjUyODU3MDM@._V1_UY268_CR4,0,182,268_AL_.jpg",4671274.jpg,0,white,222.0
